K,P
10001245,123020-24_10998800_0700
10001245,123060-01_10084334_0100
10001245,123060-02_10084334_0200
10001245,123060-03_10084334_0300
10001245,123060-04_10084334_0400
10001245,123080-08_10594904_0100
10001245,123090-12_10001388_0800
10001245,123350-80_10936847_0100
10001245,123500-01_10205308_0100
10001245,123530-04_10207529_0800
10001245,123540-10_11036552_0100
10001245,123550-04_10542819_1000
10001245,123550-06_10243745_1000
10001245,123600-01_10228315_0300
10001245,123600-01_10228315_0301
10001245,123680-07_10234302_0400
10001245,123680-07_10264197_0300
10001245,123680-08_10910610_0200
10001245,123680-08_10952365_0100
10001245,123680-09_10985895_0200
10001245,123680-09_10910610_0400
10001245,124260-14_10002244_0200
10001245,124260-14_10006356_0100
10001245,124260-14_10006386_0100
10001245,124270-01_10077451_0500
10001245,124270-01_10204515_0100
10001245,124270-01_10543981_0200
10001245,124270-01_10544173_0100
10001245,124270-01_10591535_0100
10001245,124270-01_10591539_0100
10001245,124270-01_10591540_0100
10001245,124270-01_10591541_0100
10001245,124270-01_10591551_0100
10001245,124270-01_10591556_0100
10001245,124270-01_10591561_0100
10001245,124270-01_10591561_0200
10001245,124270-01_10591562_0100
10001245,124270-01_10591568_0100
10001245,124270-01_10591579_0100
10001245,124270-01_10591582_0100
10001245,124270-01_10591640_0300
10001245,124270-01_10592450_0100
10001245,124270-01_10592454_0100
10001245,124270-01_10592458_0100
10001245,124270-01_10592459_0200
10001245,124270-01_10592460_0100
10001245,124270-01_10592481_0100
10001245,124270-01_10592486_0100
10001245,124270-01_10592487_0100
10001245,124270-01_10592500_0100
10001245,124270-01_10592502_0100
10001245,124270-01_10592504_0100
10001245,124270-01_10592505_0200
10001245,124270-01_10592509_0100
10001245,124270-01_10607486_0200
10001245,124270-01_10700537_0200
10001245,124270-01_10704066_0100
10001245,124270-01_10736637_0100
10001245,124270-01_10759168_0100
10001245,124270-01_10775303_0100
10001245,124270-01_10837936_0100
10001245,124270-01_10838703_0100
10001245,124270-01_10849826_0100
10001245,124270-01_10885120_0100
10001245,124270-01_10913974_0100
10001245,124270-01_10915474_0200
10001245,124270-01_10928117_0100
10001245,124270-01_10934834_0100
10001245,124270-01_10954943_0100
10001245,124270-01_10954945_0100
10001245,124270-01_10962482_0100
10001245,124270-01_10963394_0100
10001245,124270-01_10983324_0100
10001245,124270-01_10984407_0100
10001245,124270-01_10993262_0100
10001245,124270-01_11001150_0100
10001245,124270-01_11002955_0100
10001245,124270-01_11006153_0100
10001245,124270-01_11007013_0100
10001245,124270-01_10543736_0100
10001245,124270-01_11033597_0100
10001245,124270-01_11038358_0100
10001245,124270-01_11040331_0100
10001245,124270-02_10591559_0100
10001245,124270-02_10592492_0100
10001245,124270-02_10703764_0100
10001245,124270-02_10706902_0100
10001245,124270-02_10710137_0100
10001245,124270-02_10714440_0100
10001245,124270-02_10755801_0100
10001245,124270-02_10781412_0100
10001245,124270-02_10810516_0100
10001245,124270-02_10873829_0100
10001245,124270-02_10873833_0100
10001245,124270-02_10881244_0100
10001245,124270-02_10912755_0100
10001245,124270-02_10912755_0200
10001245,124270-02_10936031_0100
10001245,124270-02_10953493_0100
10001245,124270-02_10963393_0100
10001245,124270-02_10968116_0100
10001245,124270-02_10999348_0100
10001245,124270-02_11011434_0100
10001245,124870-07_10066790_0702
10001245,124870-07_10066790_0703
10001245,124870-16_10066790_0704
10001245,124930-05_10003635_0500
10001245,124930-05_10003635_0502
10001245,124930-05_10012293_0501
10001245,124930-05_10012293_0502
10001245,124930-05_10202061_0500
10001245,124930-05_10202061_0501
10001245,124930-05_10208259_0500
10001245,124930-05_10543927_0500
10001245,124930-13_10007968_1300
10001245,124930-13_10010680_1300
10001245,124930-13_10010680_1310
10001245,124930-13_10016057_1300
10001245,124930-13_10016057_1310
10001245,124930-13_10071048_1300
10001245,124930-13_10071048_1310
10001245,124930-13_10089392_1300
10001245,124930-13_10206386_1300
10001245,124930-13_10206386_1310
10001245,124930-17_10016057_1700
10001245,124930-17_10016057_1710
10001245,124930-17_10016057_7000
10001245,124930-17_10016057_7010
10001245,124930-17_10089392_1700
10001245,124930-17_10206386_1700
10001245,124930-17_10206386_1710
10001245,124930-17_10559846_1700
10001245,124930-17_10559846_1710
10001245,124930-17_11040116_1700
10001245,124930-50_10016057_5000
10001245,124930-50_10016057_5010
10001245,124930-50_10071048_5000
10001245,124930-50_10071048_5010
10001245,124930-50_10089392_5000
10001245,124930-50_10206386_5000
10001245,124930-50_10206386_5010
10001245,124930-50_10559846_5000
10001245,124930-50_10559846_5010
10001245,124930-50_11040116_5000
10001245,124930-54_10081833_5400
10001245,124930-54_10081833_5410
10001245,124930-54_10089008_5400
10001245,124930-54_10089008_5410
10001245,124930-54_10089392_5400
10001245,124930-54_10586299_5400
10001245,124930-54_10586299_5410
10001245,124930-70_10007968_7000
10001245,124930-70_10007968_7010
10001245,124930-70_10063593_7000
10001245,124930-70_10063593_7010
10001245,124930-70_10071048_7000
10001245,124930-70_10071048_7010
10001245,124930-70_10084364_7000
10001245,124930-70_10084364_7010
10001245,124930-70_10208462_7000
10001245,124930-70_10208462_7010
10001245,124930-70_10586299_7000
10001245,124930-70_10586299_7010
10001245,124930-70_10910669_7000
10001245,124930-70_10910669_7010
10001245,124970-60_10086950_0200
10001245,124970-60_10916953_0100
10001245,124980-01_10209450_0100
10001245,124980-01_10515203_0200
10001245,125040-05_10004034_0600
10001245,125040-05_10202171_0300
10001245,125040-05_10211407_0300
10001245,125040-05_10781588_0100
10001245,125040-05_11004958_0100
10001245,135090-09_10204863_0200
10001245,135090-09_10206768_0200
10001245,135090-09_10207688_0200
10001245,135090-09_10238180_0100
10001245,135090-09_10238181_0100
10001245,135090-09_10704791_0100
10001245,136040-15_10212441_0100
10001245,136040-15_10596700_0100
10001245,136040-15_10857451_0100
10001245,136060-11_10951922_0100
10001245,151140-01_10002173_0300
10001245,151140-01_10004837_0100
10001245,151140-02_10577602_0200
10001245,111040-01_10085796_0900
10001245,111040-01_10962482_0200
10001247,123080-12_10001247_0700
10001247,123080-06_10001247_1000
10001262,111190-01_10535416_0101
10001262,111600-05_10008124_0600
10001262,111680-01_10014994_0200
10001262,111680-01_10014994_0300
10001262,112020-01_10511986_0100
10001262,123350-80_10202391_0400
10001262,123350-84_10202170_0300
10001262,123350-86_10202392_0300
10001262,123500-03_10205306_0100
10001262,123680-12_10584292_0100
10001262,123680-12_10584292_0100
10001262,123680-12_10592242_1200
10001275,100360-06_10097260_0100
10001275,111140-01_10002820_0100
10001275,111220-05_10001443_0500
10001275,111220-05_10001523_0500
10001275,111220-05_10001725_0500
10001275,111220-05_10009482_0500
10001275,111220-05_10010138_0500
10001275,111220-05_10017261_0500
10001275,111220-05_10017830_0500
10001275,111220-05_10062735_0500
10001275,111220-05_10074143_0500
10001275,111220-05_10082360_0500
10001275,111230-06_10087187_0200
10001275,111230-06_10202135_0100
10001275,111230-06_10202135_0200
10001275,111230-06_10211274_0100
10001275,111230-06_10211274_0200
10001275,111230-06_10211276_0100
10001275,111230-06_10211276_0200
10001275,111230-06_10211279_0100
10001275,111230-06_10211279_0200
10001275,111230-06_10234339_0600
10001275,111230-06_10263637_0100
10001275,111230-06_10520925_0100
10001275,111230-06_10520925_0200
10001275,111230-06_10566888_0100
10001275,111230-06_10566888_0300
10001275,111230-06_10596825_0300
10001275,111230-06_10596825_0400
10001275,111230-06_10603449_0100
10001275,111230-06_10603449_0300
10001275,111230-06_10603731_0300
10001275,111230-06_10603731_0400
10001275,111230-06_10748624_0200
10001275,111230-06_10748624_0300
10001275,111230-06_10839115_1111
10001275,111230-06_10857100_0200
10001275,111230-06_10857100_0400
10001275,111230-06_10861977_1111
10001275,111230-06_10879645_0200
10001275,111230-06_10879645_0300
10001275,111230-06_10882870_0100
10001275,111230-06_10882870_0300
10001275,111230-06_10903414_0300
10001275,111230-06_10903414_0400
10001275,111230-06_10909676_0300
10001275,111230-06_10913865_0200
10001275,111230-06_10913865_0300
10001275,111230-06_10933957_0100
10001275,111230-06_10933957_0200
10001275,111230-06_10949376_1111
10001275,111230-06_10957089_0300
10001275,111230-06_10963671_0300
10001275,111230-06_10970539_0200
10001275,111230-06_10975622_1111
10001275,111230-06_10981341_1111
10001275,111230-06_10991906_1111
10001275,111230-06_10991907_1111
10001275,111230-06_10996525_0300
10001275,111230-06_10996525_0400
10001275,111230-06_10999733_0200
10001275,111230-06_10999733_0300
10001275,111230-06_10999735_1111
10001275,111230-06_11001698_1111
10001275,111230-06_11001837_1111
10001275,111230-06_11006069_1111
10001275,111230-06_11010065_0200
10001275,111230-06_11010065_0300
10001275,111230-06_11010808_1111
10001275,111230-06_11019881_1111
10001275,111230-06_11022520_1111
10001275,111230-06_10999744_1111
10001275,111230-06_10999744_0100
10001275,111230-06_11038103_1111
10001275,111230-06_11036843_1111
10001275,111230-06_11038708_1111
10001275,111230-06_10990525_0100
10001275,111230-06_10991906_0300
10001275,111230-06_11038731_1111
10001275,111230-06_11041537_1111
10001275,111230-06_11042219_1111
10001275,111240-06_10559565_0200
10001275,111240-06_10709255_0100
10001275,111240-06_10911052_0100
10001275,111240-06_10913351_0100
10001275,111240-06_11018259_0100
10001275,123080-04_10554464_0100
10001275,123350-84_10202170_0300
10001275,123350-86_10202166_0500
10001275,123350-86_10202392_0300
10001275,123410-15_10018312_0200
10001275,123410-15_10018958_0200
10001275,123410-15_10220652_0200
10001275,123410-15_10590549_0200
10001275,123410-15_10751609_0100
10001275,123410-15_10846132_0100
10001275,123410-15_10957378_0100
10001275,123410-15_10957378_0200
10001275,123410-15_11012152_0100
10001275,123530-02_10077024_0800
10001275,123530-02_10214007_0800
10001275,123530-03_10995217_0100
10001275,123530-05_11040100_0100
10001275,123530-09_10060496_0800
10001275,123530-09_10210141_0100
10001275,123530-09_10210141_0101
10001275,123550-04_10096334_1000
10001275,123550-04_10096334_1100
10001275,123550-04_10096334_1200
10001275,123550-04_10542819_1000
10001275,123550-06_10243745_1000
10001275,123550-11_10067988_1000
10001275,123550-11_10068315_1000
10001275,123550-11_10205376_1000
10001275,123590-01_10017634_0102
10001275,123590-01_10017634_0104
10001275,123590-01_10017634_0300
10001275,123590-01_10017634_0500
10001275,123590-01_10062507_0100
10001275,123590-01_10062507_0101
10001275,123590-01_10084321_0103
10001275,123590-01_10084321_0200
10001275,123590-01_10084321_0300
10001275,123590-01_10084321_0301
10001275,123590-01_10201074_0102
10001275,123590-01_10201074_0103
10001275,123590-01_10201074_0200
10001275,123590-01_10201074_0300
10001275,123590-01_10205766_0301
10001275,123590-01_10554716_0100
10001275,123590-01_10876150_0102
10001275,123590-01_10876150_0200
10001275,123590-01_10876150_0201
10001275,123590-01_10994836_0100
10001275,123590-01_11009655_0100
10001275,123590-02_10205766_0400
10001275,123590-02_10554716_0200
10001275,123590-04_10205766_0500
10001275,123590-04_10554716_0400
10001275,123590-06_10519403_0200
10001275,123590-08_10555741_0300
10001275,136040-13_10084925_0300
10001276,100600-01_10701494_0110
10001276,100600-01_10785964_0110
10001276,100600-01_10928891_0110
10001276,100600-01_10934624_0110
10001276,123520-15_10210141_0200
10001276,123520-15_10235277_0200
10001276,124930-05_10201554_0500
10001276,124930-05_10544098_0500
10001276,124930-52_10005681_5200
10001276,124930-52_10081373_5200
10001276,135090-01_10204110_0100
10001276,135090-16_10888863_0100
10001281,123410-51_10088134_0500
10001281,136060-11_10951922_0100
10001281,162590-01_10008321_0200
10001291,123510-02_10000685_1000
10001291,124930-21_11001047_2100
10001294,111230-16_10204285_0100
10001294,123530-05_10001294_0800
10001294,123530-05_10001294_0801
10001294,123530-05_10001294_0802
10001296,110980-01_10001296_0700
10001296,110980-01_10001296_0701
10001296,110980-01_10001296_0703
10001296,110980-01_10001296_0705
10001308,123530-05_10001308_0800
10001308,124870-03_10019947_0500
10001312,123510-05_10714021_1200
10001333,100610-10_10001333_0110
10001333,100610-50_10016825_0140
10001335,100610-70_10001335_0210
10001339,111230-06_10201798_0100
10001339,111230-06_10201798_0200
10001339,111230-06_10202135_0100
10001339,111230-06_10202135_0200
10001339,111230-06_10204538_0100
10001339,111230-06_10204538_0200
10001339,111230-06_10211276_0100
10001339,111230-06_10211276_0200
10001339,111230-06_10537771_0100
10001339,111230-06_10537771_0200
10001339,111230-06_10581250_0100
10001339,111230-06_10581250_0200
10001339,111230-06_10596825_0300
10001339,111230-06_10596825_0400
10001339,111230-06_10705173_0200
10001339,111230-06_10705173_0300
10001339,111230-06_10736640_0200
10001339,111230-06_10736640_0300
10001339,111230-06_10827345_0300
10001339,111230-06_10827345_0400
10001339,111230-06_10857100_0200
10001339,111230-06_10857100_0400
10001339,111230-06_10861977_1111
10001339,111230-06_10925745_1111
10001339,111230-06_10934610_0200
10001339,111230-06_10934610_0300
10001339,111230-06_10970539_0200
10001339,111230-06_10981341_1111
10001339,111230-06_10984174_1111
10001339,111230-06_10996523_1111
10001339,111230-06_11001698_1111
10001339,111230-06_11010808_1111
10001339,111230-06_11042219_1111
10001339,111240-16_10234986_0300
10001339,111240-16_10712321_0200
10001339,111420-11_10001339_0100
10001339,111420-12_10001344_0100
10001339,111470-05_10200837_0101
10001339,111470-05_10957683_0100
10001341,111240-10_10001939_0100
10001341,111600-06_10001341_0500
10001341,123590-08_10065285_0300
10001344,111420-12_10001344_0100
10001344,123020-84_10401520_0700
10001344,123020-84_10610528_0700
10001344,123530-05_10829028_0800
10001364,111190-02_10001364_0100
10001364,135150-12_10933552_0100
10001364,135150-12_10997663_0100
10001380,123680-01_10868226_0100
10001388,111420-01_10401366_0101
10001388,123090-12_10001388_0800
10001388,124980-01_10209450_0100
10001435,135090-09_10204863_0200
10001435,135090-09_10206768_0200
10001435,135090-09_10207688_0200
10001435,135090-09_10238180_0100
10001435,135090-09_10238181_0100
10001435,135090-09_10704791_0100
10001435,135130-01_10003241_0100
10001435,136040-21_10204906_0700
10001435,136040-21_10892189_1100
10001443,111220-05_10001443_0500
10001443,134130-02_10317189_1400
10001443,134130-08_10575970_1500
10001449,112020-01_10063782_0200
10001449,112020-01_10511986_0100
10001449,112020-03_10001643_0300
10001449,112020-03_10206646_0300
10001453,110980-01_10014688_0100
10001463,124930-13_10001463_130A
10001463,124930-13_10001463_130B
10001463,124930-13_10001463_130C
10001463,124930-13_10001463_131A
